"annotation_id","annotator","created_at","id","lead_time","sentiment","text","updated_at"
276,"1","2024-10-05T23:45:08.585503Z",276,2.094,"Negative","Россия — это место, где искусство и культура гибнут под давлением цензуры и государственной пропаганды.","2024-10-05T23:45:08.585503Z"
277,"1","2024-10-05T23:45:11.659141Z",277,2.222,"Negative","В этой стране даже литература превращается в средство контроля, подстраиваясь под государственные интересы.","2024-10-05T23:45:11.659141Z"
278,"1","2024-10-05T23:45:14.785570Z",278,2.081,"Negative","Россия — это страна, где малейшее проявление независимости воспринимается как угроза, которую нужно уничтожить.","2024-10-05T23:45:14.785570Z"
279,"1","2024-10-05T23:45:18.362950Z",279,2.703,"Negative","В России права женщин остаются в тени, несмотря на все разговоры о равенстве и свободе.","2024-10-05T23:45:18.363901Z"
280,"1","2024-10-05T23:45:22.153715Z",280,2.919,"Negative","Россия — это место, где коррупция настолько глубоко укоренилась в обществе, что люди уже воспринимают её как норму.","2024-10-05T23:45:22.153715Z"
281,"1","2024-10-05T23:45:42.120971Z",281,19.064,"Negative","В этой стране будущего не существует, потому что оно постоянно отодвигается на второй план ради сохранения власти.","2024-10-05T23:45:42.120971Z"
282,"1","2024-10-05T23:45:45.672208Z",282,2.668,"Negative","Россия — это страна, где каждое новое поколение теряет веру в возможность изменений, потому что система всегда остаётся прежней.","2024-10-05T23:45:45.672604Z"
283,"1","2024-10-05T23:45:49.347756Z",283,2.793,"Negative","В России умирают амбиции, потому что любые попытки подняться выше встречают сопротивление и зависть.","2024-10-05T23:45:49.347756Z"
284,"1","2024-10-05T23:45:52.164569Z",284,1.991,"Negative","Россия — это место, где люди живут в страхе, потому что государство научилось управлять через подавление эмоций и свобод.","2024-10-05T23:45:52.164569Z"
285,"1","2024-10-05T23:45:55.205330Z",285,2.217,"Negative","В этой стране слово ""инновации"" звучит как насмешка, потому что все деньги уходят не на развитие, а на укрепление контроля.","2024-10-05T23:45:55.206359Z"
286,"1","2024-10-05T23:45:59.568419Z",286,3.454,"Negative","Россия — это страна, где вместо поддержки предпринимательства правительство предпочитает создавать всё новые и новые барьеры.","2024-10-05T23:45:59.568506Z"
287,"1","2024-10-05T23:46:02.458248Z",287,2.153,"Negative","В России идея патриотизма извратилась, став всего лишь инструментом для оправдания репрессий и закрытия ртов недовольным.","2024-10-05T23:46:02.458248Z"
288,"1","2024-10-05T23:46:05.515450Z",288,2.197,"Negative","Россия — это место, где законы пишутся не для людей, а против них, чтобы ещё сильнее ограничить их свободу.","2024-10-05T23:46:05.516447Z"
289,"1","2024-10-05T23:46:08.365847Z",289,2.11,"Negative","В этой стране здравый смысл давно уступил место лояльности власти, и никто больше не задумывается о настоящем благе для народа.","2024-10-05T23:46:08.365847Z"
290,"1","2024-10-05T23:46:11.861134Z",290,2.84,"Negative","Россия — это страна, где у власти сидят люди, не понимающие нужд и чаяний обычных граждан, потому что они живут в своём собственном мире.","2024-10-05T23:46:11.861134Z"
291,"1","2024-10-05T23:46:15.334747Z",291,2.436,"Negative","В России даже время как будто остановилось, потому что здесь никто не думает о будущем — все поглощены выживанием в настоящем.","2024-10-05T23:46:15.334747Z"
292,"1","2024-10-05T23:46:19.155555Z",292,2.964,"Negative","Русские славятся своим умением находить выход из трудных ситуаций. Но еще лучше они умеют находить туда вход.","2024-10-05T23:46:19.155555Z"
293,"1","2024-10-05T23:46:26.065378Z",293,6.03,"Positive","Русский человек читает инструкцию только тогда, когда точно понял, что поломал.","2024-10-05T23:46:26.065378Z"
294,"1","2024-10-05T23:46:33.013203Z",294,5.997,"Negative","Никогда не воюйте с русскими. На каждую вашу военную хитрость они ответят непредсказуемой глупостью.","2024-10-05T23:46:33.013203Z"
295,"1","2024-10-05T23:46:39.192811Z",295,5.223,"Negative","Японец лечится за три года до появления болезни, а русский — за три дня до смерти.","2024-10-05T23:46:39.192811Z"
296,"1","2024-10-05T23:46:48.485656Z",296,8.473,"Negative","Умом Россию не понять. Наливай!","2024-10-05T23:46:48.486711Z"
297,"1","2024-10-05T23:46:53.553905Z",297,4.185,"Negative","Какой русский не мечтает в понедельник утром о вечере пятницы…","2024-10-05T23:46:53.553905Z"
298,"1","2024-10-05T23:46:57.815522Z",298,3.743,"Negative","Велика Россия, а ступить некуда.","2024-10-05T23:46:57.815522Z"
299,"1","2024-10-05T23:47:04.464774Z",299,5.869,"Positive","Только наш человек знает два языка: русский и … русский разговорный.","2024-10-05T23:47:04.464774Z"
300,"1","2024-10-05T23:47:10.783186Z",300,5.446,"Negative","Россией управлять несложно, но совершенно бесполезно.","2024-10-05T23:47:10.783186Z"
301,"1","2024-10-05T23:47:15.231106Z",301,3.668,"Negative","В политической экономии есть два метода: европейский — отложить и русский — одолжить","2024-10-05T23:47:15.231106Z"
302,"1","2024-10-05T23:47:18.736240Z",302,2.875,"Negative","На голодный желудок русский человек ничего делать и думать не хочет, а на сытый — не может.","2024-10-05T23:47:18.736399Z"
303,"1","2024-10-05T23:47:22.015062Z",303,2.281,"Negative","Нет такой чистой и светлой мысли, которую бы русский человек не смог бы выразить в грязной матерной форме.","2024-10-05T23:47:22.015974Z"
304,"1","2024-10-05T23:47:25.673366Z",304,2.671,"Negative","Лень простого русского человека — это не грех, а совершенно необходимое средство нейтрализации кипучей активности руководящих им дураков.","2024-10-05T23:47:25.673366Z"
305,"1","2024-10-05T23:47:29.175112Z",305,2.481,"Negative","Для русских туристов в иностранных отелях всё что не прибито к полу — сувенир.","2024-10-05T23:47:29.175112Z"
306,"1","2024-10-05T23:47:34.952400Z",306,4.915,"Negative","Что русскому хорошо, то России — смерть.","2024-10-05T23:47:34.952400Z"
307,"1","2024-10-05T23:47:46.919868Z",307,11.354,"Negative","Только русская женщина, остановив на скаку коня, продолжает считать себя хрупкой и нежной феей.","2024-10-05T23:47:46.919868Z"
308,"1","2024-10-05T23:47:50.074985Z",308,2.554,"Negative","Россия — страна талантов. Талантов масса, работать некому.","2024-10-05T23:47:50.074985Z"
309,"1","2024-10-05T23:47:52.906630Z",309,2.131,"Negative","Наша страна богатая, но временно бедная.","2024-10-05T23:47:52.906630Z"
310,"1","2024-10-05T23:47:56.637251Z",310,2.831,"Negative","Два состояния чистоты в России: 1) вся грязь замёрзла; 2) вся грязь подсохла.","2024-10-05T23:47:56.637251Z"
311,"1","2024-10-05T23:47:59.790000Z",311,2.273,"Negative","Российская мечта — выйти на пенсию, а потом еще долго-долго работать.","2024-10-05T23:47:59.790000Z"
312,"1","2024-10-05T23:48:02.928727Z",312,2.223,"Negative","Русские пьют двумя способами. До тех пор, пока не кончатся деньги или до состояния полной невменяемости. Впрочем, создается впечатление, что деньги у них никогда не кончаются.","2024-10-05T23:48:02.928727Z"
313,"1","2024-10-05T23:48:06.104535Z",313,2.282,"Negative","В России нет дорог - только направления.","2024-10-05T23:48:06.104535Z"
314,"1","2024-10-05T23:48:09.310804Z",314,2.245,"Negative","Если русский человек решил ничего не делать, то его не остановить.","2024-10-05T23:48:09.311802Z"
315,"1","2024-10-05T23:48:13.547715Z",315,3.342,"Negative","Все национальности в мире — ИМЕНА СУЩЕСТВИТЕЛЬНЫЕ, и только мы, РУССКИЕ — прилагательное.","2024-10-05T23:48:13.547715Z"
316,"1","2024-10-05T23:48:18.487366Z",316,4.063,"Negative","И только русский может по пьяни три часа убеждать иностранца в том, что мы русские - идиоты, и дать ему в морду, когда тот согласится!!","2024-10-05T23:48:18.487366Z"
317,"1","2024-10-05T23:48:34.998855Z",317,5.005,"Negative","Старая русская примета: разбитая бутылка водки - к несчастью.","2024-10-05T23:48:34.998855Z"
318,"1","2024-10-05T23:48:39.899924Z",318,4.116,"Negative","В России все автомобили, по сути, внедорожники.","2024-10-05T23:48:39.899924Z"
319,"1","2024-10-05T23:48:45.409907Z",319,4.438,"Negative","Русский человек всегда думает — что делать, и очень редко — чего делать не следует.","2024-10-05T23:48:45.409907Z"
320,"1","2024-10-05T23:48:50.492675Z",320,4.127,"Negative","Когда едешь по российским дорогам, главное - держаться подальше от других дураков.","2024-10-05T23:48:50.493689Z"
321,"1","2024-10-05T23:48:54.356817Z",321,2.993,"Negative","В России две проблемы: дураки и дороги, причем первые всегда ремонтируют вторые","2024-10-05T23:48:54.356817Z"
322,"1","2024-10-05T23:48:58.186181Z",322,3.202,"Negative","Умирать-то на войне русские хорошо научились. Вот только жить хорошо никак не научатся.","2024-10-05T23:48:58.186181Z"
323,"1","2024-10-05T23:49:01.501952Z",323,2.386,"Negative","Русский человек прекрасно знает, что его всегда обманывали, и искренне верит, что в следующий раз его не проведут. ","2024-10-05T23:49:01.501993Z"
324,"1","2024-10-05T23:49:10.612370Z",324,8.008,"Positive","В России всегда есть выбор: либо стоять в очереди, либо ждать в очереди.","2024-10-05T23:49:10.612370Z"
325,"1","2024-10-05T23:49:18.620563Z",325,6.868,"Positive","Русский человек знает, что обещанного три года ждут, но всё равно надеется на завтра.","2024-10-05T23:49:18.620563Z"
326,"1","2024-10-05T23:49:27.400683Z",326,8.04,"Negative","В России все умеют строить планы, которые никогда не сбываются.","2024-10-05T23:49:27.400683Z"
327,"1","2024-10-05T23:49:33.534338Z",327,5.535,"Positive","Русские всегда готовы к неожиданностям, ведь в России это называется будни.","2024-10-05T23:49:33.534338Z"
328,"1","2024-10-05T23:49:44.413912Z",328,9.914,"Positive","В России если за что-то взялись, то бросать это будут долго и с энтузиазмом.","2024-10-05T23:49:44.413912Z"
329,"1","2024-10-05T23:49:51.771565Z",329,6.442,"Negative","Русский человек не ищет легких путей, ведь зачем, если есть окольные.","2024-10-05T23:49:51.772434Z"
330,"1","2024-10-05T23:50:00.465923Z",330,7.723,"Negative","Россия – страна, где терпение – не добродетель, а необходимость.","2024-10-05T23:50:00.465923Z"
331,"1","2024-10-05T23:50:06.412928Z",331,5.035,"Negative","В России всегда есть работа, только она никому не нужна.","2024-10-05T23:50:06.413685Z"
332,"1","2024-10-05T23:50:14.161564Z",332,6.82,"Positive","Русский человек всегда надеется на лучшее, но готовится к худшему.","2024-10-05T23:50:14.161564Z"
333,"1","2024-10-05T23:50:19.887492Z",333,4.889,"Negative","В России всегда найдется что-то важное, что можно не сделать.","2024-10-05T23:50:19.888433Z"
334,"1","2024-10-05T23:50:27.935641Z",334,7.279,"Negative","В России умеют ждать. Например, автобусы и перемену к лучшему.","2024-10-05T23:50:27.935641Z"
335,"1","2024-10-05T23:50:32.585417Z",335,3.756,"Negative","В России всё стабильно: обещания никогда не выполняются вовремя.","2024-10-05T23:50:32.585417Z"
336,"1","2024-10-05T23:50:38.031635Z",336,4.498,"Negative","В России только две гарантии в жизни – налоги и очереди.","2024-10-05T23:50:38.031635Z"
337,"1","2024-10-05T23:50:42.276871Z",337,3.111,"Negative","Русский человек никогда не теряет надежды, но регулярно теряет ключи.","2024-10-05T23:50:42.276871Z"
338,"1","2024-10-05T23:50:46.694003Z",338,3.475,"Negative","В России всегда можно быть уверенным в одном: всё поменяется, чтобы остаться как есть.","2024-10-05T23:50:46.694003Z"
339,"1","2024-10-05T23:50:53.343799Z",339,5.872,"Positive","Русские не делают ошибок, они создают новые традиции.","2024-10-05T23:50:53.343799Z"
340,"1","2024-10-05T23:50:57.621240Z",340,3.316,"Negative","В России всегда найдется что-то неработающее, что ещё и дорого стоит.","2024-10-05T23:50:57.621240Z"
341,"1","2024-10-05T23:51:03.079502Z",341,4.696,"Negative","Русские умеют справляться с кризисом: они просто называют его жизнью.","2024-10-05T23:51:03.079502Z"
342,"1","2024-10-05T23:51:07.000659Z",342,3.392,"Negative","В России есть два правила: первое – все знают как лучше, второе – никто так не делает.","2024-10-05T23:51:07.000659Z"
343,"1","2024-10-05T23:51:10.704498Z",343,3.116,"Negative","Русский человек всегда находит способ усложнить простое дело.","2024-10-05T23:51:10.704498Z"
344,"1","2024-10-05T23:51:15.324566Z",344,3.618,"Negative","В России всегда найдется что-то, что не работает, но в этом нет ничего удивительного.","2024-10-05T23:51:15.324566Z"
345,"1","2024-10-05T23:51:18.962444Z",345,2.602,"Negative","Русский человек не опаздывает, он просто приходит, когда это уже не имеет значения.","2024-10-05T23:51:18.962444Z"
346,"1","2024-10-05T23:51:22.959201Z",346,3.051,"Negative","В России всегда можно найти дорогу, которая ведет в никуда.","2024-10-05T23:51:22.959201Z"
347,"1","2024-10-05T23:51:27.246322Z",347,3.344,"Negative","Русские не ищут смысла в жизни, они просто приспосабливаются к её отсутствию.","2024-10-05T23:51:27.246322Z"
348,"1","2024-10-05T23:51:31.851913Z",348,3.791,"Negative","В России стабильность – это когда ничего не меняется, даже если все говорят об изменениях.","2024-10-05T23:51:31.852430Z"
349,"1","2024-10-05T23:51:40.262517Z",349,7.619,"Positive","Русский человек умеет терпеть всё, кроме спокойной жизни.","2024-10-05T23:51:40.262517Z"
350,"1","2024-10-05T23:51:43.945344Z",350,3.126,"Negative","В России всё возможно, но только если ничего не нужно делать.","2024-10-05T23:51:43.945344Z"
351,"1","2024-10-05T23:51:48.793291Z",351,4.14,"Negative","Русский человек всегда уверен в одном: если проблема не решается, значит, её просто нужно подождать.","2024-10-05T23:51:48.793291Z"
352,"1","2024-10-05T23:51:52.141399Z",352,2.454,"Negative","В России прогресс – это когда становится чуть хуже, но не так быстро.","2024-10-05T23:51:52.141399Z"
353,"1","2024-10-05T23:51:55.691796Z",353,2.507,"Negative","В России можно строить планы на будущее, зная, что они изменятся уже завтра.","2024-10-05T23:51:55.691796Z"
354,"1","2024-10-05T23:51:59.423843Z",354,2.776,"Negative","В России всё всегда идёт по плану, только не по твоему.","2024-10-05T23:51:59.423843Z"
355,"1","2024-10-05T23:52:03.337341Z",355,2.954,"Negative","Русский человек не ищет выхода из ситуации, он ищет, кого в этом обвинить.","2024-10-05T23:52:03.337341Z"
356,"1","2024-10-05T23:52:09.223756Z",356,4.922,"Negative","В России каждое новое обещание властей — это просто старый анекдот на новый лад.","2024-10-05T23:52:09.223756Z"
357,"1","2024-10-05T23:52:16.239811Z",357,6.173,"Positive","У нас в стране всё просто: кто не работает, тот управляет.","2024-10-05T23:52:16.240842Z"
358,"1","2024-10-05T23:52:20.443470Z",358,3.239,"Negative","В России ремонт дорог — это вечная борьба, где дорога всегда проигрывает.","2024-10-05T23:52:20.444564Z"
359,"1","2024-10-05T23:52:25.066551Z",359,3.673,"Negative","Русские никогда не боятся трудностей, они их создают.","2024-10-05T23:52:25.066675Z"
360,"1","2024-10-05T23:52:34.280764Z",360,8.092,"Negative","В России если что-то заработало, значит, это ненадолго.","2024-10-05T23:52:34.280764Z"
361,"1","2024-10-05T23:52:38.136162Z",361,3.052,"Negative","Научный прогресс в России — это когда старые технологии внезапно перестают ломаться.","2024-10-05T23:52:38.136162Z"
362,"1","2024-10-05T23:52:46.746530Z",362,7.75,"Negative","В России всё стабильно плохо, и это вызывает чувство гордости.","2024-10-05T23:52:46.746530Z"
363,"1","2024-10-05T23:52:52.774167Z",363,5.229,"Negative","Русский человек может вынести всё, кроме здравого смысла.","2024-10-05T23:52:52.774167Z"
364,"1","2024-10-05T23:52:57.653507Z",364,4.064,"Negative","В России оптимисты — это те, кто надеется, что не станет ещё хуже.","2024-10-05T23:52:57.653507Z"
365,"1","2024-10-05T23:53:01.954132Z",365,3.394,"Negative","Здесь не любят, когда думаешь сам, ведь за тебя уже всё решили.","2024-10-05T23:53:01.954132Z"
366,"1","2024-10-05T23:53:07.022229Z",366,4.222,"Negative","В России коррупция — это не болезнь, это форма народного искусства.","2024-10-05T23:53:07.022229Z"
367,"1","2024-10-05T23:53:11.101376Z",367,3.42,"Negative","Русский человек верит в лучшее будущее, но живёт так, будто его уже украли.","2024-10-05T23:53:11.102375Z"
368,"1","2024-10-05T23:53:15.746262Z",368,3.665,"Negative","В России демократия — это когда все делают то, что им сказали, и называют это свободой.","2024-10-05T23:53:15.746262Z"
369,"1","2024-10-05T23:53:21.659487Z",369,5.064,"Negative","Русские не жалуются на жизнь, они просто молча терпят и матерятся.","2024-10-05T23:53:21.659487Z"
370,"1","2024-10-05T23:53:28.000205Z",370,5.436,"Negative","В России лучше не спрашивать, что происходит, иначе придётся слушать длинный, бессмысленный ответ.","2024-10-05T23:53:28.000954Z"
371,"1","2024-10-05T23:53:31.382677Z",371,2.449,"Negative","Русский человек не ждёт перемен, он ждёт конца света, чтобы было чему удивляться.","2024-10-05T23:53:31.382677Z"
372,"1","2024-10-05T23:53:35.754478Z",372,3.347,"Negative","В России нет проблем, есть только то, что нельзя называть проблемой.","2024-10-05T23:53:35.754478Z"
373,"1","2024-10-05T23:53:40.188593Z",373,3.577,"Negative","В России честность — это когда ложь звучит чуть правдоподобнее.","2024-10-05T23:53:40.188593Z"
374,"1","2024-10-05T23:53:43.507921Z",374,2.286,"Negative","Русский человек не верит в чудеса, он просто надеется на очередной ""авось"".","2024-10-05T23:53:43.508854Z"
375,"1","2024-10-05T23:53:46.911043Z",375,2.547,"Negative","В России из каждой проблемы можно сделать праздник, лишь бы был повод выпить.","2024-10-05T23:53:46.911043Z"
376,"1","2024-10-05T23:53:55.166672Z",376,7.354,"Negative","В России будущее всегда светлое, потому что его никто не видит.","2024-10-05T23:53:55.166672Z"
377,"1","2024-10-05T23:53:59.370975Z",377,3.284,"Negative","Русские умеют находить выход из любых ситуаций, главное, чтобы кто-то другой виноват был.","2024-10-05T23:53:59.371530Z"
378,"1","2024-10-05T23:54:04.589523Z",378,4.256,"Negative","В России всегда находятся силы на борьбу с врагом, которого нет.","2024-10-05T23:54:04.589523Z"
379,"1","2024-10-05T23:54:08.070370Z",379,2.511,"Negative","Русский человек не просит о помощи, он просто ждёт, когда всё само развалится.","2024-10-05T23:54:08.070370Z"
380,"1","2024-10-05T23:54:11.783693Z",380,2.664,"Negative","В России если что-то и двигается вперёд, то это точно не прогресс.","2024-10-05T23:54:11.783693Z"
381,"1","2024-10-05T23:54:16.058401Z",381,3.249,"Negative","В России каждый знает, как жить правильно, но никто так не живёт.","2024-10-05T23:54:16.058401Z"
382,"1","2024-10-05T23:54:20.055012Z",382,2.963,"Negative","В России проблемы не решаются, они просто становятся частью пейзажа.","2024-10-05T23:54:20.055012Z"
383,"1","2024-10-05T23:54:24.110806Z",383,3.024,"Negative","Русский человек — это тот, кто переживает за будущее, но ничего не делает для настоящего.","2024-10-05T23:54:24.110806Z"
384,"1","2024-10-05T23:54:27.984810Z",384,2.76,"Negative","В России, если кто-то говорит, что всё будет хорошо, он, скорее всего, просто прикрывает свои жопы.","2024-10-05T23:54:27.985305Z"
385,"1","2024-10-05T23:54:32.398183Z",385,3.516,"Negative","Русские могут обойтись без объяснений, потому что все и так всё знают, но боятся это озвучить.","2024-10-05T23:54:32.398183Z"
386,"1","2024-10-05T23:54:36.089975Z",386,2.721,"Negative","В России за правду можно получить по голове, а за ложь — премию.","2024-10-05T23:54:36.089975Z"
387,"1","2024-10-05T23:54:40.324360Z",387,3.236,"Negative","Русский человек находит выход из любой ситуации, но только чтобы свалить всё на кого-то другого.","2024-10-05T23:54:40.324360Z"
388,"1","2024-10-05T23:54:46.951045Z",388,5.741,"Negative","В России порядок — это когда всё разбросано по углам, но не мешает никому.","2024-10-05T23:54:46.951045Z"
389,"1","2024-10-05T23:54:56.866985Z",389,9.298,"Negative","Русские — мастера делать вид, что работают, пока на самом деле занимаются чем угодно, только не работой.","2024-10-05T23:54:56.866985Z"
390,"1","2024-10-05T23:55:08.796364Z",390,10.861,"Negative","В России оптимизм — это не про будущее, а про то, что, возможно, это уже не худший вариант.","2024-10-05T23:55:08.796453Z"
391,"1","2024-10-05T23:55:16.363257Z",391,6.89,"Negative","Русские не умеют говорить «нет», но мастерски умеют делать вид, что это не их проблемы.","2024-10-05T23:55:16.363257Z"
392,"1","2024-10-05T23:55:25.500131Z",392,7.995,"Negative","В России мода на заботу о здоровье выражается в постоянных запойных «разгрузках» после праздников.","2024-10-05T23:55:25.500131Z"
393,"1","2024-10-05T23:55:28.922628Z",393,2.287,"Negative","Русский человек может выпить на брудершафт, но только с теми, кто его не достал.","2024-10-05T23:55:28.922628Z"
394,"1","2024-10-05T23:55:32.627341Z",394,2.749,"Negative","В России, если жизнь подкинула лимоны, значит, кто-то просто решил поиздеваться.","2024-10-05T23:55:32.627857Z"
395,"1","2024-10-05T23:55:36.365018Z",395,2.697,"Negative","Русские не читают инструкции, потому что они уже знают, как всё пойдёт наперекосяк.","2024-10-05T23:55:36.365018Z"
396,"1","2024-10-05T23:55:40.127156Z",396,2.738,"Negative","В России долгожданные перемены — это когда вместо одного дурака приходит другой.","2024-10-05T23:55:40.127156Z"
397,"1","2024-10-05T23:55:43.581789Z",397,2.67,"Negative","Русские делают всё медленно, но уверенно, ведь никуда не спешат — у них есть время.","2024-10-05T23:55:43.581789Z"
398,"1","2024-10-05T23:55:47.128703Z",398,2.496,"Negative","В России даже собаки выглядят так, будто готовы завести вас на первую же «прогулку».","2024-10-05T23:55:47.128703Z"
399,"1","2024-10-05T23:55:50.942968Z",399,2.886,"Negative","Русский человек не плачет над пролитым молоком — он с удовольствием выпьет оставшуюся часть.","2024-10-05T23:55:50.942968Z"
400,"1","2024-10-05T23:55:54.874973Z",400,2.824,"Negative","В России даже обманчивое счастье — это больше, чем просто фальшивка.","2024-10-05T23:55:54.874973Z"
401,"1","2024-10-05T23:55:58.914837Z",401,2.999,"Negative","Русские не умеют выбирать, они просто останавливаются на первом попавшемся.","2024-10-05T23:55:58.915533Z"
402,"1","2024-10-05T23:56:04.398018Z",402,4.58,"Negative","В России каждый сам себе художник, но картина всегда одна — жизнь в говне.","2024-10-05T23:56:04.398018Z"
403,"1","2024-10-05T23:56:08.672133Z",403,3.507,"Negative","Русский человек предпочитает действовать в ситуации «пока всё горит», потому что так веселее.","2024-10-05T23:56:08.672133Z"
404,"1","2024-10-05T23:56:12.708264Z",404,3.372,"Negative","В России главное — не то, что вы делаете, а то, как это выглядит со стороны.","2024-10-05T23:56:12.708264Z"
405,"1","2024-10-05T23:56:16.814395Z",405,3.156,"Negative","Русские работают за идею, но обычно забывают, где оставили свою идею.","2024-10-05T23:56:16.814395Z"
406,"1","2024-10-05T23:56:20.225159Z",406,2.74,"Negative","В России мир поделён на тех, кто думает, и тех, кто живёт, и вторых всегда больше.","2024-10-05T23:56:20.225159Z"
407,"1","2024-10-05T23:56:23.571368Z",407,2.428,"Negative","Русский человек знает, что говорит с теми, кто не может его понять, но всё равно продолжает.","2024-10-05T23:56:23.571368Z"
408,"1","2024-10-05T23:56:27.556666Z",408,2.937,"Negative","В России «разобраться» — это значит сделать всё ещё хуже, но с улыбкой на лице.","2024-10-05T23:56:27.556666Z"
409,"1","2024-10-05T23:56:31.692511Z",409,3.05,"Negative","Русские не хотят чего-то большого, они просто довольствуются тем, что хотя бы что-то есть.","2024-10-05T23:56:31.693517Z"
410,"1","2024-10-05T23:56:38.918062Z",410,6.154,"Negative","В России всегда можно найти способ что-то испортить, даже если это что-то — выходные.","2024-10-05T23:56:38.918062Z"
411,"1","2024-10-05T23:56:43.842589Z",411,3.782,"Negative","Русский человек уверен, что жизнь — это не игра, а сплошное шоу с дурацким сценарием.","2024-10-05T23:56:43.842727Z"
412,"1","2024-10-05T23:56:47.460928Z",412,2.548,"Negative","В России даже солнце светит по расписанию, но никто не знает, когда это расписание будет выполнено.","2024-10-05T23:56:47.461106Z"
413,"1","2024-10-05T23:56:52.370308Z",413,3.902,"Negative","Русские умеют делать даже мелкие радости в жизни настоящими проблемами.","2024-10-05T23:56:52.370308Z"
414,"1","2024-10-05T23:56:57.129177Z",414,3.807,"Negative","В России даже собака знает, что есть хозяин, а есть тот, кто всегда уходит в ""долгую прогулку"".","2024-10-05T23:56:57.129177Z"
415,"1","2024-10-05T23:57:01.881116Z",415,3.923,"Positive","Русские живут по принципу: если не знаешь, что делать, просто подожди, пока всё само решится.","2024-10-05T23:57:01.881160Z"
416,"1","2024-10-05T23:57:05.658918Z",416,2.881,"Negative","В России праздник — это когда есть повод выпить, а не когда есть что отпраздновать.","2024-10-05T23:57:05.658918Z"
417,"1","2024-10-05T23:57:08.807990Z",417,2.79,"Negative","Русский человек знает, что в каждом анекдоте есть доля правды, но предпочитает не замечать её.","2024-10-05T23:57:08.807990Z"
418,"1","2024-10-05T23:57:12.475031Z",418,3.091,"Negative","В России даже отчаяние уходит в отпуск — слишком много работы, чтобы им заниматься.","2024-10-05T23:57:12.476057Z"
419,"1","2024-10-05T23:57:15.647885Z",419,2.476,"Negative","Русские всегда находят способ отдохнуть, даже если это значит просто не работать.","2024-10-05T23:57:15.647885Z"
420,"1","2024-10-05T23:57:19.307628Z",420,2.97,"Negative","В России будни — это когда ты встал, пошёл на работу и снова лег спать.","2024-10-05T23:57:19.307628Z"
421,"1","2024-10-05T23:57:24.648470Z",421,4.979,"Negative","Русский человек может сказать «да», но в душе всегда готов к «нет».","2024-10-05T23:57:24.648470Z"
422,"1","2024-10-05T23:57:27.893588Z",422,2.602,"Negative","В России даже вечный двигатель уже давно сломался от постоянной рутинной работы.","2024-10-05T23:57:27.893588Z"
423,"1","2024-10-05T23:57:31.748427Z",423,2.729,"Negative","Русские знают, что делать в критической ситуации: обвинить в этом соседей и уехать на дачу.","2024-10-05T23:57:31.748427Z"
424,"1","2024-10-05T23:57:36.857634Z",424,3.971,"Negative","В России даже курица может быть начальником, если ей повезёт с яйцом.","2024-10-05T23:57:36.858672Z"
425,"1","2024-10-05T23:57:40.665818Z",425,2.793,"Negative","Русский человек понимает, что жизнь — это не бег, а затыкание дыр в системе.","2024-10-05T23:57:40.665818Z"
426,"1","2024-10-05T23:57:44.780253Z",426,2.912,"Negative","В России даже коммунальные проблемы решаются на уровне творчества: можно написать о них песню.","2024-10-05T23:57:44.780253Z"
427,"1","2024-10-05T23:57:48.767971Z",427,3.293,"Negative","Русские могут не слушать, но при этом давать советы лучше всех.","2024-10-05T23:57:48.767971Z"
428,"1","2024-10-05T23:57:52.420832Z",428,2.846,"Negative","В России лучший способ потратить время — это начать что-то делать и бросить на полдороги.","2024-10-05T23:57:52.420832Z"
429,"1","2024-10-05T23:57:56.226657Z",429,2.999,"Negative","Русский человек знает, что нельзя верить своим ушам, когда речь идёт о новых идеях.","2024-10-05T23:57:56.226657Z"
430,"1","2024-10-05T23:58:01.288666Z",430,4.365,"Negative","В России закон о честности — это не про правила, а про отсутствие правил.","2024-10-05T23:58:01.288666Z"
431,"1","2024-10-05T23:58:10.219457Z",431,7.991,"Negative","Русские не спешат, потому что знают: всё, что можно сделать сегодня, можно сделать и завтра, с теми же результатами.","2024-10-05T23:58:10.219457Z"
432,"1","2024-10-05T23:58:15.777752Z",432,4.385,"Negative","В России даже бесполезные вещи могут стать источником гордости, если ими правильно похвастаться.","2024-10-05T23:58:15.778452Z"
433,"1","2024-10-05T23:58:19.226702Z",433,2.628,"Negative","Русский человек всегда готов к неожиданностям, потому что всё самое плохое уже случилось.","2024-10-05T23:58:19.226702Z"
434,"1","2024-10-05T23:58:25.585153Z",434,5.307,"Negative","В России есть одна неизменная истина: всё, что дорого, всегда ломается в самый неподходящий момент.","2024-10-05T23:58:25.585153Z"
435,"1","2024-10-05T23:58:29.004347Z",435,2.754,"Negative","Русские не боятся перемен, они просто предпочитают их не замечать.","2024-10-05T23:58:29.004347Z"
436,"1","2024-10-05T23:58:33.824855Z",436,3.644,"Negative","В России даже ужасные новости воспринимаются как повод для анекдота.","2024-10-05T23:58:33.825293Z"
437,"1","2024-10-05T23:58:38.784719Z",437,4.151,"Negative","Русский человек знает, что здоровье — это не цель, а просто нечто, что можно потерять.","2024-10-05T23:58:38.784719Z"
438,"1","2024-10-05T23:58:43.351763Z",438,3.751,"Negative","В России даже самые нелепые идеи становятся трендами, если за ними кто-то хорошо понаблюдает.","2024-10-05T23:58:43.351763Z"
